image,label
train/cat/3344.jpg,0
train/cat/3950.jpg,0
train/cat/4859.jpg,0
train/cat/3714.jpg,0
train/cat/4616.jpg,0
train/cat/3990.jpg,0
train/cat/0665.jpg,0
train/cat/1944.jpg,0
train/cat/3855.jpg,0
train/cat/0876.jpg,0
train/cat/2727.jpg,0
train/cat/1350.jpg,0
train/cat/1727.jpg,0
train/cat/0825.jpg,0
train/cat/1308.jpg,0
train/cat/3137.jpg,0
train/cat/3349.jpg,0
train/cat/3540.jpg,0
train/cat/4395.jpg,0
train/cat/3567.jpg,0
train/cat/0183.jpg,0
train/cat/0133.jpg,0
train/cat/0005.jpg,0
train/cat/2751.jpg,0
train/cat/4573.jpg,0
train/cat/1517.jpg,0
train/cat/0181.jpg,0
train/cat/0874.jpg,0
train/cat/2042.jpg,0
train/cat/0120.jpg,0
train/cat/0011.jpg,0
train/cat/4427.jpg,0
train/cat/4588.jpg,0
train/cat/4023.jpg,0
train/cat/0210.jpg,0
train/cat/0945.jpg,0
train/cat/2655.jpg,0
train/cat/2963.jpg,0
train/cat/2623.jpg,0
train/cat/3385.jpg,0
train/cat/1775.jpg,0
train/cat/0292.jpg,0
train/cat/4765.jpg,0
train/cat/3134.jpg,0
train/cat/1897.jpg,0
train/cat/3438.jpg,0
train/cat/2303.jpg,0
train/cat/4770.jpg,0
train/cat/0623.jpg,0
train/cat/2601.jpg,0
train/cat/3884.jpg,0
train/cat/0670.jpg,0
train/cat/4332.jpg,0
train/cat/2689.jpg,0
train/cat/4088.jpg,0
train/cat/2812.jpg,0
train/cat/0224.jpg,0
train/cat/1178.jpg,0
train/cat/0799.jpg,0
train/cat/3412.jpg,0
train/cat/3358.jpg,0
train/cat/4019.jpg,0
train/cat/1516.jpg,0
train/cat/2005.jpg,0
train/cat/2335.jpg,0
train/cat/1003.jpg,0
train/cat/0389.jpg,0
train/cat/4622.jpg,0
train/cat/1181.jpg,0
train/cat/1132.jpg,0
train/cat/3186.jpg,0
train/cat/0609.jpg,0
train/cat/0693.jpg,0
train/cat/0252.jpg,0
train/cat/2999.jpg,0
train/cat/1429.jpg,0
train/cat/1644.jpg,0
train/cat/1195.jpg,0
train/cat/2692.jpg,0
train/cat/2009.jpg,0
train/cat/2665.jpg,0
train/cat/4965.jpg,0
train/cat/1835.jpg,0
train/cat/4308.jpg,0
train/cat/1481.jpg,0
train/cat/0032.jpg,0
train/cat/2474.jpg,0
train/cat/1373.jpg,0
train/cat/4644.jpg,0
train/cat/0656.jpg,0
train/cat/0783.jpg,0
train/cat/2501.jpg,0
train/cat/3665.jpg,0
train/cat/1401.jpg,0
train/cat/4493.jpg,0
train/cat/3931.jpg,0
train/cat/0808.jpg,0
train/cat/2911.jpg,0
train/cat/0258.jpg,0
train/cat/1408.jpg,0
train/cat/4934.jpg,0
train/cat/1155.jpg,0
train/cat/1356.jpg,0
train/cat/2450.jpg,0
train/cat/2496.jpg,0
train/cat/2588.jpg,0
train/cat/0211.jpg,0
train/cat/4416.jpg,0
train/cat/2251.jpg,0
train/cat/3820.jpg,0
train/cat/4017.jpg,0
train/cat/4754.jpg,0
train/cat/2003.jpg,0
train/cat/2668.jpg,0
train/cat/0986.jpg,0
train/cat/4027.jpg,0
train/cat/4815.jpg,0
train/cat/0836.jpg,0
train/cat/3888.jpg,0
train/cat/1359.jpg,0
train/cat/3822.jpg,0
train/cat/1398.jpg,0
train/cat/4296.jpg,0
train/cat/3992.jpg,0
train/cat/0955.jpg,0
train/cat/3923.jpg,0
train/cat/4840.jpg,0
train/cat/0072.jpg,0
train/cat/0801.jpg,0
train/cat/0199.jpg,0
train/cat/2699.jpg,0
train/cat/0915.jpg,0
train/cat/2283.jpg,0
train/cat/1719.jpg,0
train/cat/4569.jpg,0
train/cat/0296.jpg,0
train/cat/4187.jpg,0
train/cat/0725.jpg,0
train/cat/3731.jpg,0
train/cat/1076.jpg,0
train/cat/2994.jpg,0
train/cat/4410.jpg,0
train/cat/3269.jpg,0
train/cat/1834.jpg,0
train/cat/0189.jpg,0
train/cat/0121.jpg,0
train/cat/1395.jpg,0
train/cat/2918.jpg,0
train/cat/1700.jpg,0
train/cat/4901.jpg,0
train/cat/0729.jpg,0
train/cat/4966.jpg,0
train/cat/2986.jpg,0
train/cat/2244.jpg,0
train/cat/0501.jpg,0
train/cat/1296.jpg,0
train/cat/3921.jpg,0
train/cat/1412.jpg,0
train/cat/3715.jpg,0
train/cat/4026.jpg,0
train/cat/2104.jpg,0
train/cat/3501.jpg,0
train/cat/4126.jpg,0
train/cat/1014.jpg,0
train/cat/4093.jpg,0
train/cat/0483.jpg,0
train/cat/3374.jpg,0
train/cat/2620.jpg,0
train/cat/4351.jpg,0
train/cat/1716.jpg,0
train/cat/2544.jpg,0
train/cat/0601.jpg,0
train/cat/2363.jpg,0
train/cat/0669.jpg,0
train/cat/3821.jpg,0
train/cat/0123.jpg,0
train/cat/1861.jpg,0
train/cat/0810.jpg,0
train/cat/3933.jpg,0
train/cat/1994.jpg,0
train/cat/0857.jpg,0
train/cat/1621.jpg,0
train/cat/4607.jpg,0
train/cat/2037.jpg,0
train/cat/0215.jpg,0
train/cat/4465.jpg,0
train/cat/1319.jpg,0
train/cat/1572.jpg,0
train/cat/2227.jpg,0
train/cat/3778.jpg,0
train/cat/0868.jpg,0
train/cat/2380.jpg,0
train/cat/0741.jpg,0
train/cat/2317.jpg,0
train/cat/2795.jpg,0
train/cat/1956.jpg,0
train/cat/3880.jpg,0
train/cat/0368.jpg,0
train/cat/4159.jpg,0
train/cat/4802.jpg,0
train/cat/4577.jpg,0
train/cat/1842.jpg,0
train/cat/4905.jpg,0
train/cat/4686.jpg,0
train/cat/3304.jpg,0
train/cat/4134.jpg,0
train/cat/3806.jpg,0
train/cat/4038.jpg,0
train/cat/3169.jpg,0
train/cat/4613.jpg,0
train/cat/2885.jpg,0
train/cat/3381.jpg,0
train/cat/1030.jpg,0
train/cat/4255.jpg,0
train/cat/3451.jpg,0
train/cat/0796.jpg,0
train/cat/1844.jpg,0
train/cat/4581.jpg,0
train/cat/4565.jpg,0
train/cat/3148.jpg,0
train/cat/4519.jpg,0
train/cat/0195.jpg,0
train/cat/4230.jpg,0
train/cat/4894.jpg,0
train/cat/2648.jpg,0
train/cat/3719.jpg,0
train/cat/2654.jpg,0
train/cat/0795.jpg,0
train/cat/0267.jpg,0
train/cat/4954.jpg,0
train/cat/4709.jpg,0
train/cat/3908.jpg,0
train/cat/3929.jpg,0
train/cat/1289.jpg,0
train/cat/2506.jpg,0
train/cat/3152.jpg,0
train/cat/4609.jpg,0
train/cat/1467.jpg,0
train/cat/1146.jpg,0
train/cat/3086.jpg,0
train/cat/1246.jpg,0
train/cat/0911.jpg,0
train/cat/3878.jpg,0
train/cat/1562.jpg,0
train/cat/2705.jpg,0
train/cat/1667.jpg,0
train/cat/0164.jpg,0
train/cat/4659.jpg,0
train/cat/3004.jpg,0
train/cat/0270.jpg,0
train/cat/3527.jpg,0
train/cat/1930.jpg,0
train/cat/2120.jpg,0
train/cat/1223.jpg,0
train/cat/2739.jpg,0
train/cat/1761.jpg,0
train/cat/4250.jpg,0
train/cat/2563.jpg,0
train/cat/3918.jpg,0
train/cat/3268.jpg,0
train/cat/2093.jpg,0
train/cat/4337.jpg,0
train/cat/0244.jpg,0
train/cat/0180.jpg,0
train/cat/0815.jpg,0
train/cat/0952.jpg,0
train/cat/1754.jpg,0
train/cat/4838.jpg,0
train/cat/0544.jpg,0
train/cat/2403.jpg,0
train/cat/2835.jpg,0
train/cat/0399.jpg,0
train/cat/3329.jpg,0
train/cat/3327.jpg,0
train/cat/1856.jpg,0
train/cat/1801.jpg,0
train/cat/2007.jpg,0
train/cat/4962.jpg,0
train/cat/3852.jpg,0
train/cat/4783.jpg,0
train/cat/3853.jpg,0
train/cat/3724.jpg,0
train/cat/0458.jpg,0
train/cat/0268.jpg,0
train/cat/0153.jpg,0
train/cat/2249.jpg,0
train/cat/1853.jpg,0
train/cat/4168.jpg,0
train/cat/1221.jpg,0
train/cat/2267.jpg,0
train/cat/4117.jpg,0
train/cat/2356.jpg,0
train/cat/0700.jpg,0
train/cat/0585.jpg,0
train/cat/1114.jpg,0
train/cat/2231.jpg,0
train/cat/1711.jpg,0
train/cat/3235.jpg,0
train/cat/1177.jpg,0
train/cat/4149.jpg,0
train/cat/1082.jpg,0
train/cat/3111.jpg,0
train/cat/3614.jpg,0
train/cat/2247.jpg,0
train/cat/2024.jpg,0
train/cat/4210.jpg,0
train/cat/2202.jpg,0
train/cat/1848.jpg,0
train/cat/4235.jpg,0
train/cat/4058.jpg,0
train/cat/4024.jpg,0
train/cat/1297.jpg,0
train/cat/0035.jpg,0
train/cat/3526.jpg,0
train/cat/2386.jpg,0
train/cat/1854.jpg,0
train/cat/4829.jpg,0
train/cat/0940.jpg,0
train/cat/3415.jpg,0
train/cat/4228.jpg,0
train/cat/3073.jpg,0
train/cat/1428.jpg,0
train/cat/1652.jpg,0
train/cat/1598.jpg,0
train/cat/0002.jpg,0
train/cat/3661.jpg,0
train/cat/0213.jpg,0
train/cat/3290.jpg,0
train/cat/0349.jpg,0
train/cat/3363.jpg,0
train/cat/0401.jpg,0
train/cat/2154.jpg,0
train/cat/4192.jpg,0
train/cat/3368.jpg,0
train/cat/2112.jpg,0
train/cat/2030.jpg,0
train/cat/0206.jpg,0
train/cat/4524.jpg,0
train/cat/4868.jpg,0
train/cat/1576.jpg,0
train/cat/1228.jpg,0
train/cat/0678.jpg,0
train/cat/3435.jpg,0
train/cat/0158.jpg,0
train/cat/0487.jpg,0
train/cat/4451.jpg,0
train/cat/2023.jpg,0
train/cat/3774.jpg,0
train/cat/4246.jpg,0
train/cat/0563.jpg,0
train/cat/2607.jpg,0
train/cat/2900.jpg,0
train/cat/3839.jpg,0
train/cat/0402.jpg,0
train/cat/1639.jpg,0
train/cat/3709.jpg,0
train/cat/2979.jpg,0
train/cat/0705.jpg,0
train/cat/3236.jpg,0
train/cat/2168.jpg,0
train/cat/2060.jpg,0
train/cat/0510.jpg,0
train/cat/2581.jpg,0
train/cat/2339.jpg,0
train/cat/1381.jpg,0
train/cat/3164.jpg,0
train/cat/4336.jpg,0
train/cat/1344.jpg,0
train/cat/0959.jpg,0
train/cat/3930.jpg,0
train/cat/4170.jpg,0
train/cat/0899.jpg,0
train/cat/3461.jpg,0
train/cat/3010.jpg,0
train/cat/2747.jpg,0
train/cat/1739.jpg,0
train/cat/2196.jpg,0
train/cat/1701.jpg,0
train/cat/3772.jpg,0
train/cat/3777.jpg,0
train/cat/2069.jpg,0
train/cat/3523.jpg,0
train/cat/0800.jpg,0
train/cat/0517.jpg,0
train/cat/3212.jpg,0
train/cat/2862.jpg,0
train/cat/2852.jpg,0
train/cat/4768.jpg,0
train/cat/0192.jpg,0
train/cat/3951.jpg,0
train/cat/3773.jpg,0
train/cat/0432.jpg,0
train/cat/4713.jpg,0
train/cat/1976.jpg,0
train/cat/0441.jpg,0
train/cat/4893.jpg,0
train/cat/1636.jpg,0
train/cat/1305.jpg,0
train/cat/2844.jpg,0
train/cat/1731.jpg,0
train/cat/2766.jpg,0
train/cat/1686.jpg,0
train/cat/4832.jpg,0
train/cat/0279.jpg,0
train/cat/4822.jpg,0
train/cat/2345.jpg,0
train/cat/3980.jpg,0
train/cat/3956.jpg,0
train/cat/2848.jpg,0
train/cat/0525.jpg,0
train/cat/0197.jpg,0
train/cat/1680.jpg,0
train/cat/3018.jpg,0
train/cat/3783.jpg,0
train/cat/0101.jpg,0
train/cat/1175.jpg,0
train/cat/4701.jpg,0
train/cat/0208.jpg,0
train/cat/2587.jpg,0
train/cat/4085.jpg,0
train/cat/4541.jpg,0
train/cat/4121.jpg,0
train/cat/2778.jpg,0
train/cat/2964.jpg,0
train/cat/0798.jpg,0
train/cat/4798.jpg,0
train/cat/1833.jpg,0
train/cat/1528.jpg,0
train/cat/1603.jpg,0
train/cat/1543.jpg,0
train/cat/4491.jpg,0
train/cat/2338.jpg,0
train/cat/0492.jpg,0
train/cat/3686.jpg,0
train/cat/2201.jpg,0
train/cat/0792.jpg,0
train/cat/3711.jpg,0
train/cat/0058.jpg,0
train/cat/2710.jpg,0
train/cat/0573.jpg,0
train/cat/4499.jpg,0
train/cat/1072.jpg,0
train/cat/3355.jpg,0
train/cat/1867.jpg,0
train/cat/1574.jpg,0
train/cat/0009.jpg,0
train/cat/2026.jpg,0
train/cat/0332.jpg,0
train/cat/0506.jpg,0
train/cat/4060.jpg,0
train/cat/1721.jpg,0
train/cat/4931.jpg,0
train/cat/2132.jpg,0
train/cat/1031.jpg,0
train/cat/0330.jpg,0
train/cat/4676.jpg,0
train/cat/1335.jpg,0
train/cat/4946.jpg,0
train/cat/2910.jpg,0
train/cat/2406.jpg,0
train/cat/3214.jpg,0
train/cat/3359.jpg,0
train/cat/3658.jpg,0
train/cat/2166.jpg,0
train/cat/4011.jpg,0
train/cat/3662.jpg,0
train/cat/4811.jpg,0
train/cat/0883.jpg,0
train/cat/3684.jpg,0
train/cat/0581.jpg,0
train/cat/1330.jpg,0
train/cat/3386.jpg,0
train/cat/3586.jpg,0
train/cat/1409.jpg,0
train/cat/4425.jpg,0
train/cat/3895.jpg,0
train/cat/2488.jpg,0
train/cat/0755.jpg,0
train/cat/3369.jpg,0
train/cat/3872.jpg,0
train/cat/0661.jpg,0
train/cat/4086.jpg,0
train/cat/1500.jpg,0
train/cat/1252.jpg,0
train/cat/3360.jpg,0
train/cat/2294.jpg,0
train/cat/4417.jpg,0
train/cat/2718.jpg,0
train/cat/0407.jpg,0
train/cat/4911.jpg,0
train/cat/4069.jpg,0
train/cat/4509.jpg,0
train/cat/2099.jpg,0
train/cat/3507.jpg,0
train/cat/3606.jpg,0
train/cat/1121.jpg,0
train/cat/2013.jpg,0
train/cat/3897.jpg,0
train/cat/0526.jpg,0
train/cat/1673.jpg,0
train/cat/4194.jpg,0
train/cat/0701.jpg,0
train/cat/4528.jpg,0
train/cat/4951.jpg,0
train/cat/0508.jpg,0
train/cat/2417.jpg,0
train/cat/0403.jpg,0
train/cat/2142.jpg,0
train/cat/3982.jpg,0
train/cat/1850.jpg,0
train/cat/2078.jpg,0
train/cat/3275.jpg,0
train/cat/3655.jpg,0
train/cat/0672.jpg,0
train/cat/1241.jpg,0
train/cat/0064.jpg,0
train/cat/0895.jpg,0
train/cat/3915.jpg,0
train/cat/0125.jpg,0
train/cat/4574.jpg,0
train/cat/3756.jpg,0
train/cat/4084.jpg,0
train/cat/1669.jpg,0
train/cat/3556.jpg,0
train/cat/2059.jpg,0
train/cat/4747.jpg,0
train/cat/1823.jpg,0
train/cat/1964.jpg,0
train/cat/2126.jpg,0
train/cat/3256.jpg,0
train/cat/4615.jpg,0
train/cat/0384.jpg,0
train/cat/3042.jpg,0
train/cat/4634.jpg,0
train/cat/4328.jpg,0
train/cat/4122.jpg,0
train/cat/3589.jpg,0
train/cat/1138.jpg,0
train/cat/2455.jpg,0
train/cat/1001.jpg,0
train/cat/4991.jpg,0
